TransactionID,NewAmount
1437976,4199.45
1181237,9354.11
1209267,4963.07
1276278,3403.09
1172338,4569.33
1369705,1556.02
1161087,9932.71
1375455,6003.74
1158268,4420.28
1197948,4927.77
1063365,2437.69
1465466,8759.36
1263880,9174.17
1191998,9104.39
1052046,2765.53
1413770,8954.07
1120814,872.91
1425074,6937.08
1387756,9512.69
1244256,3321.67
1130236,6154.90
1138017,4125.79
1187361,7648.56
1168657,1520.66
1477330,7164.17
1052742,9939.49
1112391,8115.98
1101431,6206.17
1378675,368.06
1161305,7908.82
1197426,9542.84
1110190,860.06
1220159,1425.44
1323010,4882.51
1405689,9929.73
1006612,1009.55
1437221,7041.66
1239236,8442.10
1310106,9821.14
1076293,3009.12
1499037,6827.48
1008652,4503.75
1271364,854.50
1345946,234.31
1215868,2798.42
1410333,7605.58
1141494,1949.47
1408101,9117.05
1280680,654.58
1381473,7454.82
1373772,4328.28
1462898,5932.85
1154163,3308.03
1427478,3834.25
1477859,471.57
1282276,344.27
1249100,2308.64
1136859,2949.16
1485179,7779.94
1076082,8343.77
1120696,9487.26
1085981,7215.35
1050658,6740.81
1037509,7073.49
1288263,8006.72
1499690,5790.80
1182776,4748.34
1340536,7897.16
1481418,6402.86
1273498,8756.08
1357332,9189.88
1346964,4650.71
1308651,9515.38
1402749,5634.94
1004942,8138.27
1070415,8006.94
1454685,8455.95
1052621,1271.24
1019263,9961.58
1363847,7883.64
1245977,6032.90
1499001,4263.09
1298092,7710.77
1453991,6546.61
1097490,1038.13
1317683,5991.06
1009097,3444.85
1291198,9972.25
1130951,2285.49
1436895,524.58
1494816,7220.36
1164383,2820.82
1457376,2648.24
1276897,6576.91
1305752,5668.41
1152290,8431.03
1407324,2046.04
1267785,4402.74
1245083,3613.22
1178750,4198.71
1404878,2444.99
1432773,758.40
1205881,6600.05
1474728,884.62
1235760,4614.41
1346732,9408.55
1083825,2390.24
1280724,2366.06
1478775,6384.65
1055179,9268.03
1396342,182.73
1427438,7378.48
1377773,2315.31
1127798,6185.73
1118838,9615.37
1483868,3381.72
1471622,454.20
1188852,2149.85
1481022,9409.51
1155835,3043.32
1107697,9775.45
1228111,9830.79
1435491,2114.51
1035867,8389.72
1283192,2059.17
1167967,3856.87
1337442,5897.49
1106881,5586.89
1437578,633.73
1013083,8988.02
1068175,3162.02
1417601,2942.20
1157469,361.84
1187843,826.87
1152915,5266.42
1391709,6158.95
1070713,4418.69
1063413,6273.50
1285975,1391.21
1265189,2429.15
1257687,3289.16
1301970,8439.50
1403654,1161.26
1278228,9645.05
1251281,5594.81
1087059,7013.93
1427447,5792.46
1376972,9089.49
1078906,3041.19
1359734,8407.84
1327761,1978.32
1424566,1391.99
1059637,8234.39
1260039,6655.22
1428943,9476.76
1475233,2494.06
1451275,3229.53
1000565,2745.42
1366155,5262.91
1212894,1752.53
1346142,3414.30
1352795,6502.40
1491584,9384.53
1101405,244.64
1454498,9261.82
1249711,6475.11
1260752,5342.25
1324078,7659.36
1498963,2267.02
1241459,2696.54
1437773,8309.22
1101951,8924.02
1438152,9261.92
1208862,8209.37
1268251,40.48
1358870,1697.91
1479311,5632.89
1303757,4515.97
1382459,9481.71
1217811,7060.80
1193882,5676.77
1334035,5631.36
1107243,2293.22
1289261,3844.94
1288159,1465.66
1037379,5208.41
1181618,2526.46
1448814,2038.55
1271045,7770.06
1464926,1744.78
1436736,2137.67
1278420,9174.63
1001442,3535.84
1009990,1616.99
1472762,2851.94
1075054,1482.35
1448297,2438.67
1479045,7535.18
1120443,3899.50
1269401,6406.15
1025352,9556.78
1206915,7857.55
1020607,4477.59
1072830,6697.04
1357879,5212.05
1241451,7398.85
1270114,2431.32
1334864,7176.40
1365812,3625.43
1150848,3235.97
1459182,8926.32
1126318,1209.80
1276852,4905.95
1159433,5345.45
1396058,978.15
1434522,4368.89
1145083,6825.42
1234110,5463.77
1485430,126.12
1315901,1385.58
1458996,4200.59
1322454,2568.62
1061580,1653.33
1368929,9714.64
1057635,982.25
1327287,7036.50
1031272,7266.30
1257362,8437.92
1371903,4399.90
1292002,504.15
1151553,7604.25
1396792,6202.94
1262053,3890.56
1406080,5383.82
1143256,4243.27
1442332,1948.01
1239696,5802.11
1304501,7958.04
1057862,3730.48
1074174,9599.95
1327532,9851.22
1472071,6081.70
1362075,5707.75
1289944,4234.01
1206865,5473.50
1124627,6287.50
1480393,287.19
1036955,5570.05
1285557,7060.72
1005909,3036.45
1246120,5789.88
1387147,2578.28
1235393,1765.65
1430618,2955.45
1080699,865.65
1455680,4529.85
1236237,3288.24
1318251,106.63
1059640,6330.34
1202114,2423.67
1036912,9653.17
1180352,1054.79
1441581,3087.55
1046313,5436.91
1371031,3355.68
1334023,5123.45
1416230,6885.42
1072567,9191.42
1127998,2892.56
1114008,611.35
1261427,6883.70
1274268,2225.00
1309284,6203.48
1469759,9701.52
1285711,8900.66
1085518,9351.17
1014336,8114.12
1085325,6624.97
1035844,1447.97
1378282,2545.14
1253625,5780.32
1452131,6601.23
1395475,1262.32
1464306,2790.15
1455899,2257.85
1124836,8896.07
1333369,7865.67
1167692,7856.06
1197741,8637.19
1358046,710.47
1118772,3937.59
1025148,8381.68
1254375,8250.40
1407869,9710.32
1186987,11.44
1232934,6730.57
1082728,1936.43
1339860,9957.77
1437171,604.41
1305195,2944.46
1391086,4494.13
1342769,7417.01
1045398,1594.53
1190982,9503.39
1450982,8604.03
1001252,8650.28
1256694,48.19
1327019,512.47
1051307,1600.53
1128275,6837.17
1168728,2200.46
1239300,2083.93
1027827,1558.46
1345286,7849.50
1207237,9667.54
1390577,4001.30
1340044,4849.18
1257682,1275.17
1432242,9836.05
1045698,9891.77
1294093,6341.79
1313676,5454.04
1034632,2682.82
1422907,4960.37
1060816,3089.68
1173844,5683.20
1075751,1830.46
1266092,9445.14
1205766,1059.22
1181443,2652.87
1498348,3581.08
1277395,9141.49
1080267,4227.94
1379386,6240.67
1393913,9978.24
1080216,5142.36
1166527,4300.43
1336433,3344.37
1471324,3957.56
1217579,6092.51
1406622,4049.29
1298817,8261.08
1397200,9531.03
1424037,2223.44
1399471,5671.33
1189943,8985.30
1300648,3228.61
1451457,9901.21
1316384,8930.03
1095070,1926.89
1316339,5052.66
1154366,3783.99
1329403,9707.51
1329840,3140.75
1332322,5692.79
1236892,5567.73
1465401,3975.09
1067328,3878.05
1238829,9248.29
1357463,35.48
1082043,2270.49
1251151,7750.13
1339804,7106.30
1037579,1275.07
1436609,6293.50
1279025,2143.00
1303530,3661.20
1061581,1766.13
1088924,9045.76
1372931,6805.80
1132460,315.96
1411051,1055.68
1013478,8484.47
1297300,2301.27
1010232,2601.84
1401225,7153.61
1425401,8466.41
1483733,2760.38
1433225,557.31
1384320,5018.07
1350052,9956.05
1016934,4104.50
1488264,3831.61
1360029,1715.57
1365025,6278.88
1168839,6535.10
1134924,6777.32
1446074,5400.95
1469515,3434.18
1374048,58.50
1192202,1369.84
1393379,5256.53
1343541,6047.42
1305813,3495.86
1337169,5780.86
1415248,6263.59
1041885,944.39
1360305,681.43
1289397,7325.42
1260291,7179.04
1329127,9161.39
1312438,5195.33
1216724,1126.80
1245095,2599.21
1034574,7659.12
1059143,5303.84
1317341,875.50
1239500,2474.53
1164381,9364.61
1176954,48.42
1357268,8514.14
1173098,1074.64
1386979,3302.84
1444069,2364.11
1013947,3421.46
1417625,5094.08
1451116,468.58
1157036,5415.29
1399764,3900.66
1270609,9452.79
1493044,9293.42
1239437,9178.24
1380521,9548.58
1048300,3221.39
1451007,1741.50
1400432,8810.00
1153365,9785.71
1370461,5045.45
1247979,5471.96
1477590,8125.84
1315748,3698.56
1034516,2230.16
1084782,3482.41
1229285,7134.67
1355358,8966.21
1034777,4272.69
1152227,3134.54
1450933,4094.46
1308874,2435.14
1143562,5805.32
1357159,5495.18
1030499,9958.18
1105845,3638.72
1468026,5570.76
1476746,1128.42
1134872,6862.49
1141210,1840.86
1223150,3842.33
1255401,3569.33
1087260,5915.00
1472260,973.15
1268926,6494.37
1285632,9011.37
1233412,1876.09
1145943,8929.22
1226446,7310.92
1452580,3654.84
1038621,293.86
1145109,4222.42
1015695,2899.81
1299542,5696.63
1390365,3588.47
1376197,4989.11
1284766,5279.63
1209851,185.96
1116493,6817.77
1129079,1059.89
1201215,3574.27
1390801,3617.39
1284764,7180.47
1272459,7499.66
1169599,7744.51
1086371,3963.55
1106987,7485.84
1407927,8150.42
1323212,7592.35
1266821,7243.54
1175545,7068.92
1328016,5661.42
1424378,9790.35
1429091,6148.60
1293171,1154.15
1058952,2963.28
1415292,4034.61
1097466,769.65
1124098,4135.05
1396670,2685.66
1295428,7934.90
1171474,8249.40
1232504,4276.93
1011293,524.05
1133665,4493.85
1055243,2967.13
1438816,8067.73
1129155,5766.95
1316027,8266.40
1470620,3502.38
1373129,5911.13
1329418,4180.28
1297205,8023.28
1376803,7554.62
1481304,6616.99
1238252,2134.42
1139782,8181.93
1331069,2751.81
1013039,3706.31
1212872,5519.39
1042909,5846.97
1240831,4989.80
1291142,9891.07
1209673,6735.90
1082616,9168.98
1173797,7826.17
1294028,8158.78
1148942,9329.93
1285224,9256.22
1318703,6321.81
1184097,5105.55
1069868,3954.32
1082636,7144.77
1048180,7488.92
1426493,8902.77
1098041,4936.27
1416591,8656.68
1131189,1667.52
1202045,5406.17
1232107,2289.26
1010856,9377.65
1360699,5309.08
1203735,9243.20
1379333,5364.02
1384246,4709.52
1262117,4986.15
1034755,5537.17
1396698,7157.15
1268733,2962.32
1386626,5252.17
1085451,3503.65
1196882,607.81
1280200,3926.00
1491748,3125.57
1497241,7215.00
1073841,2871.80
1307204,9205.08
1463837,9434.45
1415204,6069.98
1109216,775.05
1155965,928.20
1460171,599.92
1189375,8092.66
1326989,462.69
1278080,1097.91
1395381,3313.74
1395943,1253.94
1282132,9068.81
1070614,7879.76
1414017,2232.03
1446126,162.52
1149255,3271.66
1408065,7319.68
1069702,6607.36
1057169,9282.82
1007730,3449.73
1470078,8319.10
1035844,3655.43
1110202,6346.45
1361439,7239.22
1358238,5900.32
1277372,3433.11
1001467,5840.53
1378817,9381.53
1375209,7793.34
1059234,4719.71
1007056,7859.24
1307189,7450.11
1424697,3818.18
1133045,2561.60
1077207,641.88
1408267,4316.58
1214808,7294.94
1102712,3079.03
1352567,9707.39
1190635,6853.28
1452830,5373.53
1356451,8248.38
1362514,4516.00
1223675,7517.25
1239761,7543.86
1176027,4667.68
1218321,7397.73
1076261,7104.71
1010594,2190.46
1478216,3881.90
1346707,4406.76
1230430,6436.08
1117738,2636.76
1433868,4377.79
1459194,4580.90
1388394,5202.21
1318407,1147.16
1067320,4638.44
1012826,1566.81
1267043,3192.00
1331261,500.67
1269186,4053.14
1348358,8942.81
1251744,2989.53
1489973,3418.80
1149691,1477.55
1060448,28.65
1448187,1681.69
1280596,4941.93
1089701,5899.40
1112421,2182.10
1217620,9702.84
1131072,8140.04
1276649,7141.98
1198876,180.57
1197146,7555.06
1327773,9872.64
1478222,7584.76
1051266,9375.08
1001872,515.72
1178855,7953.64
1420908,5343.18
1274970,5956.30
1454229,9660.26
1098773,524.89
1269736,666.58
1402302,3429.63
1390916,6509.79
1224370,908.84
1032802,7019.07
1120260,3767.04
1082914,2628.45
1030560,9129.27
1317330,6528.22
1399351,1667.46
1131007,3655.89
1077298,3808.26
1043322,2442.75
1471228,6860.69
1041404,6020.34
1485901,3637.92
1319004,3746.61
1210502,3849.87
1146259,236.87
1412355,6174.10
1147091,5041.52
1268351,287.49
1079101,5896.03
1025013,7612.78
1142694,7735.09
1329659,4174.46
1386645,3675.85
1171500,1514.21
1312416,2052.64
1472802,9082.84
1485506,9796.62
1446907,7378.95
1363269,7617.18
1391554,3921.21
1091003,8954.91
1150364,3515.89
1380359,8597.68
1240951,5647.23
1048011,5940.50
1251340,8958.48
1273246,6585.87
1101664,6513.86
1303997,1716.94
1168045,9180.12
1166877,5399.75
1101703,1609.72
1479545,1939.17
1005088,2153.75
1180009,489.39
1189428,2788.04
1259732,9739.53
1147459,8731.09
1173997,6197.87
1402968,4705.94
1094127,7526.93
1380405,2440.59
1192784,5058.11
1463161,1220.52
1233279,6752.58
1189901,3395.66
1123119,8930.66
1242983,2382.64
1145587,9675.75
1294233,3059.61
1455886,5048.74
1214690,5774.25
1286714,2542.31
1137473,6844.71
1261137,4966.17
1447245,960.47
1231658,7030.99
1146560,9860.57
1263025,8630.62
1059579,2851.90
1121765,2942.40
1432834,4223.13
1192498,3047.61
1040124,2243.10
1214239,3855.70
1373864,57.70
1090105,7575.32
1145677,8625.77
1011108,2658.73
1099036,4267.26
1289890,9204.64
1016450,8454.78
1233822,1610.58
1447642,3095.33
1035543,8234.73
1411097,8725.10
1084730,2907.39
1249925,5018.73
1299461,647.42
1036132,1320.56
1225234,8923.82
1238667,7301.35
1109200,9903.80
1122682,3911.98
1239277,4566.36
1324285,2090.45
1216078,615.89
1149283,1971.80
1429483,8019.14
1302037,9922.34
1137784,5963.36
1267334,7965.05
1144550,5949.44
1192077,325.74
1230020,2299.14
1175064,5167.04
1277210,7672.77
1240257,487.37
1274328,9184.39
1469324,7515.61
1446190,2406.69
1286698,5013.40
1241024,3269.84
1355610,4061.79
1319540,9459.12
1460064,8238.96
1422664,5749.10
1291349,8043.53
1266770,2738.88
1377554,7581.75
1436045,7396.47
1498742,442.92
1209420,5422.22
1493931,3597.65
1172086,2905.69
1468262,5640.83
1339937,4884.16
1309324,2891.47
1211944,8900.76
1283476,9961.98
1134969,1374.06
1092617,1293.14
1320798,2721.99
1402523,488.74
1412329,493.29
1009322,882.22
1260927,3120.86
1400855,2459.03
1132438,773.42
1190728,8898.18
1062705,9140.22
1289293,5269.22
1404382,4855.64
1316873,4400.05
1280274,620.37
1353980,3962.08
1270877,9577.69
1276033,9042.54
1022895,7458.11
1242955,9945.11
1009268,5171.09
1278958,7542.47
1326869,5551.18
1047736,9379.35
1046892,2587.52
1021751,6562.75
1214669,4473.76
1267715,3493.26
1298369,6383.99
1176394,4805.32
1297452,5633.11
1075709,3270.45
1074754,6618.52
1101432,3259.56
1107792,3829.83
1018648,3262.92
1125084,9703.34
1290037,700.31
1358511,9755.93
1347828,389.25
1349375,5335.99
1491352,2788.40
1430768,4579.28
1372844,3657.12
1468321,4528.99
1168181,2334.32
1338148,39.31
1107491,7935.52
1116039,4778.35
1156763,6499.12
1289271,1668.69
1225718,7797.64
1410027,9787.19
1203607,3701.53
1399144,8203.99
1141063,7633.80
1033408,7471.79
1061035,7769.96
1498080,4896.44
1322731,8734.42
1061785,5649.11
1104530,136.37
1481063,1312.42
1244986,7877.26
1304208,6603.09
1000700,7546.63
1194905,7951.84
1434585,598.49
1311050,1264.42
1316970,4510.40
1494559,9329.73
1133900,4231.01
1175520,9969.53
1116718,7400.74
1025058,1377.75
1328677,4872.48
1273282,8487.70
1239562,3328.22
1201154,6536.03
1050508,583.25
1060765,6364.39
1314634,8463.24
1437837,2722.98
1367858,2665.95
1228291,5608.49
1347239,887.42
1075314,588.48
1221983,3164.50
1010834,4683.16
1410338,5066.57
1443836,3762.03
1183772,533.06
1370069,8816.77
1353442,3114.90
1277924,6986.80
1216390,5524.15
1285007,8350.52
1299411,845.56
1110758,8458.71
1072248,4957.99
1404672,2543.51
1258245,9576.38
1197661,2838.35
1288123,4360.37
1028166,4669.59
1432261,2400.52
1062611,6336.36
1149812,9158.97
1483597,2912.04
1255811,2478.61
1364504,2149.09
1221203,3843.24
1380906,384.85
1490185,1417.02
1123068,4091.30
1472700,5324.57
1086217,1318.72
1045979,5243.10
1272383,5384.20
1039260,9753.07
1228975,1126.72
1336248,365.26
1155340,3647.40
1271601,5796.42
1459842,7632.61
1153685,427.82
1429422,8747.32
1356254,4374.61
1186509,3470.51
1199705,9568.13
1425251,7398.69
1327666,8050.24
1459720,4661.64
1259201,7407.90
1396148,3519.86
1130172,8644.69
1271037,4094.26
1180666,4530.42
1150030,1122.88
1141846,602.73
1177902,7378.61
1354110,4298.66
1359474,2881.99
1096467,9544.91
1438971,959.48
1087028,1962.73
1437360,1972.87
1236910,184.40
1352839,1933.65
1281391,6114.04
1042011,2904.40
1314009,8162.67
1105027,6565.79
1169642,912.11
1389949,3064.45
1225862,4669.15
1404555,700.39
1086790,2100.94
1259187,5855.18
1216638,7213.04
1070996,3144.76
1238377,1827.52
1313403,7477.28
1037412,1339.04
1059536,511.18
1408860,9574.33
1014544,7608.43
1289100,6120.34
1410097,4160.55
1416040,1241.70
1378432,2972.53
1174630,6088.34
1368690,1832.67
1126069,9400.88
1009820,6771.70
1163337,7002.82
1295387,5673.88
1433544,3041.97
1476407,4404.46
1127782,6133.49
1066828,6916.05
1156543,9537.99
1298866,1166.48
1027730,6085.19
1498585,5003.36
1429747,9031.17
1099515,3664.40
1026296,6696.39
1201628,4926.97
1337426,7732.78
1218045,7501.58
1334721,2182.98
1270034,2682.29
1020735,1645.83
1363226,7044.70
1396680,966.01
1025955,1718.46
1306480,2620.20
1254653,2471.18
1259783,6959.42
1221421,6961.07
1366059,302.12
1452436,7146.18
1302976,2418.88
1430692,1255.87
1340773,4031.78
1006243,8090.02
1076305,649.45
1254424,8045.03
1053440,9881.44
1195930,876.72
1341247,9291.84
1041729,4735.89
1133959,8336.17
1157040,845.36
1426181,1877.51
1031455,1884.04
1315952,5345.63
1486897,6699.88
1291937,2650.83
1315746,2162.60
1402805,3079.98
1114490,3200.59
1377988,1064.40
1226448,645.13
1354040,388.05
1369453,3091.23
1038140,2087.40
1259950,9551.61
1470043,7082.25
1195559,7127.94
1065928,3725.54
1118367,9001.05
1421760,380.31
1029623,6146.32
1210784,6600.06
1228976,3029.14
1008874,7457.99
1246385,2677.76
1420326,2706.95
1259548,2057.15
1144856,665.23
1350664,7458.42
1049749,2680.31
1428244,8875.92
1260931,3806.09
1387425,109.53
1258892,7086.84
1324895,2116.12
1031196,475.44
1451083,3744.86
1336607,7023.85
1132711,6036.61
1223180,1994.22
1001397,1814.62
1475138,90.01
1011069,7544.33
1407887,422.69
1322240,7250.27
1447963,7625.02
1266492,4773.83
1491991,5608.01
1045562,153.74
1428076,8918.74
1483505,7755.62
1202466,7606.75
1224852,690.94
1024194,4288.37
1074114,1991.05
1274849,2204.00
1362067,9411.69
1141477,5898.09
1305204,3767.81
1019277,6933.66
1355498,2428.49
1116388,7803.56
1057103,282.51
1107662,4015.94
1466801,4340.03
1136420,2765.12
1347078,3914.12
1071219,211.63
1293558,6672.33
1402381,6180.75
1353114,3988.33
1204177,8710.77
1231897,4212.87
1458201,8300.72
1223332,9106.23
1127009,6008.89
1234558,9809.31
1206146,6431.24
1121817,1441.87
1324321,5175.93
1114914,9964.18
1054510,3809.36
1387023,1547.47
1355918,3111.32
1177880,7445.07
1464514,1403.37
1393415,8191.37
1117604,2141.48
1290037,2804.36
1066953,1196.16
1296140,4984.38
1216283,8708.73
1065359,7415.77
1311496,3147.02
1091809,1261.87
1225478,3700.51
1247884,5732.17
1106888,4572.46
1112575,3461.50
1459858,9167.07
1198814,1889.89
1165703,7180.04
1182084,9493.33
1291041,5488.51
1171508,4562.52
1159555,8440.07
1181104,9109.05
1481705,6410.13
1360787,6728.64
1465899,5867.99
1314225,9649.87
1441749,8417.14
1185772,2483.57
1486220,3561.02
1106375,7744.76
1293279,6537.40
1253134,8510.29
1370173,3903.94
1261930,2340.00
1281135,3430.11
1399139,1736.68
1141776,5613.95
1177872,4010.81
1127164,9346.11
1477249,9046.77
1233854,4588.02
1125491,5821.51
1350566,758.72
1155678,7780.13
1013781,1669.67
1041112,5393.79
1172212,7903.91
1361646,3833.03
1470537,2256.73
1073331,9485.02
1238487,601.66
1112113,5252.71
1103804,5387.78
1445326,6789.86
1225411,6234.54
1188588,4667.93
1191923,3799.90
1141745,2218.54
1134223,9038.69
1308610,1195.89
1015712,3642.73
1114147,4279.37
1077585,532.51
1499011,7671.98
1009389,728.72
1149527,3951.19
1095296,3310.00
1013834,9323.37
1156724,5031.87
1276331,8464.71
1245326,5113.71
1047244,6101.02
1365152,2720.92
1022227,1457.07
1029673,4352.60
1201012,9644.27
1344103,4399.81
1151995,4102.02
1216438,8537.49
1035763,2716.37
1236047,3969.77
1171154,1971.49
1112337,1682.86
1342204,451.39
1434433,7132.34
1068458,3821.78
1006252,8001.68
1240213,9020.55
1284919,5001.44
1016036,329.59
1095755,6348.45
1192081,4578.57
1127174,2529.93
1301777,9485.48
1099905,1215.54
1059459,8404.32
1409040,4900.47
1495035,7183.08
1010258,1745.70
1206708,8911.16
1291089,7065.04
1310539,5164.72
1007309,4496.73
1200733,7174.40
1345452,2096.23
1120716,7384.39
1089452,9608.02
1324152,5401.36
1070361,5758.89
1401461,856.36
1452467,3816.84
1212824,1542.56
1107669,6013.49
1453901,8847.78
1421354,9418.06
1353569,3294.97
1039086,3282.65
1324911,5861.54
1149248,1935.97
1326969,9955.77
1366866,6978.15
1290454,3105.50
1322469,3881.41
1052037,5919.08
1059547,5694.69
1220539,5258.45
1072458,9620.56
1459545,8633.26
1212609,7794.60
1480097,9372.55
1037441,921.72
1003694,1209.85
1064900,8969.48
1065402,2088.25
1227892,2229.42
1072063,3850.21
1332829,7373.98
1394986,4216.99
1044107,3916.79
1088311,3177.54
1303048,1655.51
1421106,1750.25
1340423,4681.76
1239146,7369.10
1429880,4693.16
1428240,8903.29
1366397,6592.74
1269643,1710.73
1458687,6118.80
1067179,3667.32
1096281,7986.65
1384197,1468.76
1001600,201.97
1043411,6134.63
1496280,7127.76
1276010,514.34
1456347,5884.99
1123789,8533.97
1178633,9117.14
1261553,7257.15
1283260,1571.73
1244565,7265.40
1436840,7589.63
1112997,7556.15
1138665,5587.36
1221188,7399.43
1027711,3053.26
1453791,4378.05
1116719,1390.95
1215834,88.79
1199523,9840.44
1301341,9164.17
1018704,4959.66
1301118,1464.65
1056783,1296.46
1432020,1832.94
1233427,6064.52
1041224,6024.68
1497768,7489.85
1475720,7872.12
1093295,9181.77
1465832,8786.94
1180245,5074.27
1455620,8438.37
1010749,7760.52
1206024,3941.60
1004834,5362.36
1357549,5252.92
1474882,4692.93
1395669,6087.59
1219833,3807.28
1078712,7425.26
1303294,4774.28
1138083,5941.80
1163652,3266.76
1262947,4310.37
1087996,2331.35
1473943,547.51
1469419,201.78
1328169,2860.55
1266398,142.11
1232807,8222.16
1326510,9615.54
1405559,1516.43
1212940,8340.56
1372708,7852.77
1121990,2559.73
1231811,5932.88
1175073,3737.48
1306688,7593.96
1179173,2639.27
1209187,6286.78
1110043,8402.33
1136851,8816.35
1426128,2563.82
1127395,6692.74
1339429,9420.58
1406688,1403.00
1267197,2575.80
1080600,5580.06
1113035,412.17
1330109,7654.52
1239350,2898.89
1139322,1574.08
1036961,6087.21
1494968,5437.08
1175762,7286.39
1112630,3385.88
1411288,8207.93
1263517,435.46
1186355,3611.94
1353512,8947.86
1163974,9676.04
1356925,941.31
1063241,6260.55
1279407,9134.73
1400121,893.53
1453585,2344.99
1232297,9091.70
1435426,4069.79
1008160,2343.81
1420517,8081.96
1172466,3918.79
1195016,5517.51
1164158,768.96
1440248,7228.41
1251685,8964.34
1209645,1082.76
1370133,5105.55
1012775,9108.42
1179463,2507.15
1310232,4845.55
1495443,7184.31
1296306,2369.77
1175773,6055.78
1479586,3221.49
1122371,1262.67
1010687,57.87
1114988,7699.60
1075208,3911.42
1044986,3879.89
1161731,5658.94
1170708,2862.04
1285641,3040.01
1327236,9904.45
1265832,5130.92
1190575,6284.27
1372658,328.98
1185171,3555.95
1059921,1174.16
1233875,4697.18
1285694,2344.64
1005676,1668.93
1188353,2837.05
1463593,5006.71
1012355,8535.88
1273014,5534.75
1149666,2772.00
1260464,2855.12
1367695,6563.26
1400839,2786.97
1372906,7666.79
1062330,2778.09
1164218,1034.33
1230069,434.39
1319904,3528.55
1124233,4724.35
1268604,518.66
1461343,8208.90
1043524,5393.45
1071215,5028.58
1344839,26.16
1226365,9767.81
1031669,1815.52
1070537,9836.21
1239735,1997.04
1394995,325.76
