StartTransactionID,EndTransactionID
1339000,1339255
1256850,1256891
1103124,1103367
1002392,1002516
1412394,1412445
1416381,1416833
1495106,1495494
1471457,1471941
1222241,1222699
1005972,1006117
1235964,1236287
1204375,1204424
1353447,1353596
1123370,1123837
1406676,1406766
1286588,1286868
1458353,1458564
1242760,1243020
1303009,1303078
1324304,1324619
1467787,1468139
1383272,1383590
1203080,1203081
1099911,1100164
1468523,1468923
1476434,1476910
1061888,1061903
1199414,1199793
1215150,1215525
1321897,1322116
1080254,1080743
1416282,1416689
1101208,1101340
1242274,1242373
1238205,1238646
1476583,1476796
1198256,1198347
1432859,1433325
1449010,1449081
1437234,1437277
1008065,1008290
1385561,1385694
1310604,1310685
1153811,1154262
1373793,1373865
1319690,1319842
1486526,1486540
1311467,1311856
1363790,1363951
1178212,1178388
1357215,1357484
1038959,1039225
1375235,1375351
1029395,1029791
1080504,1080533
1211074,1211124
1073583,1073723
1210274,1210536
1400954,1401262
1454662,1455113
1431526,1431856
1103122,1103618
1072751,1072980
1086200,1086477
1449841,1450121
1224129,1224570
1254761,1255077
1444762,1444909
1441334,1441829
1041356,1041419
1112014,1112168
1395844,1396161
1266653,1267059
1150321,1150526
1048668,1049100
1147587,1147796
1066196,1066390
1480932,1480944
1461306,1461421
1158079,1158115
1476808,1476978
1258066,1258406
1326781,1326995
1287322,1287442
1282253,1282324
1107385,1107870
1059628,1059836
1092950,1093170
1354804,1355031
1303296,1303659
1047371,1047548
1300278,1300771
1013544,1013595
1308685,1309117
1397347,1397353
1492337,1492786
1170404,1170582
1030758,1031049
1016536,1016812
1451121,1451357
1290722,1291219
1118550,1118927
1195061,1195556
1374009,1374273
1131267,1131665
1231118,1231555
1481123,1481187
1482579,1482741
1484029,1484320
1034557,1034817
1385938,1386298
1224818,1225034
1226655,1227045
1498565,1498616
1327478,1327738
1036701,1036720
1337399,1337631
1204641,1204683
1012082,1012151
1121533,1121993
1018067,1018123
1465473,1465894
1382224,1382547
1467311,1467771
1059763,1060038
1062579,1063051
1053578,1053706
1279903,1280021
1161876,1162131
1243997,1244285
1229606,1229642
1145417,1145730
1297071,1297296
1175031,1175288
1014579,1014791
1499119,1499492
1463690,1463759
1107557,1108029
1248097,1248533
1042624,1042656
1018078,1018180
1442215,1442563
1071268,1071338
1207082,1207376
1494863,1494876
1120131,1120277
1296505,1296515
1289700,1289743
1314579,1314711
1427502,1427833
1216559,1216973
1386237,1386722
1286210,1286294
1462847,1463073
1108711,1109189
1382363,1382440
1078015,1078189
1303430,1303486
1465492,1465522
1043572,1043849
1384936,1385203
1151882,1152315
1469068,1469208
1465068,1465409
1360974,1361155
1013458,1013468
1332148,1332205
1443308,1443359
1005098,1005524
1108415,1108457
1121378,1121819
1097640,1097964
1305368,1305708
1183552,1183884
1493738,1494015
1358486,1358568
1401076,1401470
1066375,1066800
1221136,1221253
1176888,1177233
1262876,1262971
1167095,1167382
1473400,1473872
1271745,1271746
1354915,1354950
1057464,1057874
1411142,1411191
1139584,1139668
1202236,1202303
1436888,1437335
1335474,1335947
1129926,1130295
1014990,1015135
1038305,1038766
1078044,1078381
1298136,1298342
1253493,1253728
1029843,1030137
1341784,1342219
1042034,1042225
1227008,1227374
1290226,1290683
1342271,1342689
1452485,1452630
1158448,1158741
1037858,1038189
1052271,1052599
1263053,1263456
1490791,1490916
1369565,1369816
1142623,1142708
1350319,1350440
1232042,1232042
1036097,1036152
1359016,1359062
1378817,1378822
1382641,1382921
1054818,1055144
1498744,1498900
1483120,1483200
1320710,1320925
1125399,1125781
1263330,1263367
1179276,1179560
1168121,1168139
1317898,1318271
1140348,1140715
1480243,1480423
1444553,1445024
1391151,1391297
1492671,1492765
1319776,1320272
1299966,1300095
1290252,1290491
1365362,1365502
1199046,1199490
1392089,1392541
1415291,1415656
1057059,1057539
1312705,1312739
1103802,1103989
1089022,1089199
1068516,1068761
1424623,1424694
1139601,1139893
1251301,1251476
1055247,1055384
1025025,1025113
1493035,1493295
1262723,1262893
1284093,1284250
1233581,1233975
1078633,1078822
1453033,1453514
1147646,1148063
1208334,1208573
1341350,1341527
1212977,1213462
1466607,1467029
1440619,1440779
1343019,1343457
1320640,1320733
1126030,1126443
1462026,1462138
1195861,1196211
1253092,1253440
1009205,1009560
1375530,1375575
1400159,1400509
1028814,1029306
1037483,1037751
1496381,1496844
1212531,1213023
1487404,1487806
1126660,1126750
1322495,1322541
1045865,1045967
1089819,1090317
1154313,1154730
1214585,1214789
1318403,1318498
1455638,1455804
1472453,1472567
1349610,1349711
1120569,1120983
1336969,1337096
1491545,1491903
1335216,1335377
1388947,1389315
1367991,1368159
1085360,1085469
1084807,1085161
1473498,1473790
1189347,1189551
1247819,1248296
1090132,1090164
1135958,1136060
1267270,1267416
1015906,1016092
1173035,1173298
1101534,1101932
1035239,1035497
1417069,1417198
1095798,1096099
1007737,1008005
1290433,1290804
1194280,1194499
1363367,1363849
1104158,1104353
1084464,1084573
1040698,1041019
1023101,1023598
1216381,1216561
1314599,1314928
1228268,1228507
1005931,1006353
1145043,1145313
1339903,1340143
1486719,1487102
1213526,1213598
1009721,1010057
1444342,1444681
1306310,1306435
1253531,1253913
1099929,1100153
1351957,1352040
1382876,1383322
1312407,1312410
1312916,1313092
1109674,1109996
1254839,1255157
1443748,1444219
1329794,1330251
1325882,1326009
1301978,1302073
1054190,1054447
1319464,1319538
1045351,1045519
1401386,1401791
1327671,1327952
1220120,1220331
1164631,1164730
1010426,1010888
1050741,1051090
1097635,1097850
1075226,1075645
1311531,1311665
1105396,1105757
1163930,1164146
1296807,1297049
1401312,1401549
1139649,1139961
1240769,1241217
1419516,1419686
1432678,1432683
1226119,1226518
1218994,1219185
1224345,1224530
1365552,1365687
1487533,1487784
1022502,1022691
1463872,1464083
1332259,1332365
1323898,1324323
1300571,1300626
1421243,1421539
1272955,1273341
1158415,1158841
1452896,1452999
1094416,1094501
1111064,1111168
1095035,1095040
1251292,1251429
1203095,1203464
1102417,1102905
1022250,1022527
1359310,1359548
1251384,1251470
1161652,1161868
1072797,1073278
1438057,1438166
1313510,1314009
1213476,1213768
1103543,1103598
1164026,1164176
1162964,1163308
1475045,1475111
1427508,1427826
1300912,1300929
1233443,1233638
1407119,1407388
1391668,1392137
1133254,1133499
1016969,1017248
1009282,1009370
1026187,1026359
1215513,1215940
1473431,1473632
1290023,1290360
1058495,1058548
1460217,1460403
1454795,1455284
1303885,1303988
1390224,1390514
1449148,1449174
1204926,1205209
1402940,1403054
1192094,1192206
1130107,1130522
1235159,1235298
1117953,1118133
1018499,1018722
1489238,1489647
1175186,1175541
1184431,1184558
1313418,1313705
1481139,1481458
1485870,1486336
1310183,1310367
1281080,1281130
1400064,1400397
1011995,1012308
1305789,1306080
1328262,1328578
1136287,1136354
1324503,1324562
1494181,1494262
1176512,1176604
1278161,1278315
1245960,1246266
1403318,1403726
1495752,1495934
1190736,1191044
1007324,1007688
1477073,1477080
1374304,1374321
1310270,1310412
1105419,1105859
1193290,1193711
1359859,1360131
1118604,1119062
1101645,1101762
1052061,1052305
1346072,1346111
1251136,1251547
1294913,1294985
1307846,1307849
1163405,1163613
1370106,1370564
1302658,1303073
1080565,1080975
1199905,1200125
1377132,1377604
1165245,1165551
1329942,1330032
1381285,1381714
1099302,1099382
1492928,1493062
1015442,1015650
1060870,1061149
1250881,1251164
1366320,1366754
1206312,1206564
1310193,1310490
1314383,1314523
1422435,1422551
1313152,1313304
1072265,1072363
1432977,1433385
1108315,1108472
1402326,1402626
1492660,1493014
1374999,1375188
1124797,1124843
1273076,1273529
1003050,1003158
1030272,1030368
1206277,1206340
1200219,1200631
1206704,1206743
1144262,1144518
1394524,1394865
1302170,1302191
1155341,1155405
1328049,1328222
1116277,1116604
1411210,1411696
1142536,1142931
1163865,1164193
1129627,1130056
1458482,1458649
1342360,1342427
1152423,1152623
1189778,1190067
1395561,1395938
1315446,1315891
1355904,1356136
1037589,1037907
1458118,1458347
1278506,1278831
1453397,1453462
1267464,1267730
1006514,1006646
1390121,1390266
1359475,1359801
1001594,1001757
1376238,1376416
1134588,1135071
1042176,1042543
1460904,1461275
1231940,1232221
1074231,1074323
1156947,1157259
1221528,1221625
1316022,1316442
1486102,1486179
1421852,1422006
1088971,1089406
1278846,1279216
1112171,1112611
1351333,1351451
1269532,1269608
1391178,1391369
1325249,1325526
1497526,1497928
1067882,1068235
1009661,1009812
1489327,1489585
1401029,1401099
1363820,1363929
1311080,1311347
1139538,1139759
1485722,1486182
1076187,1076549
1497393,1497450
1256762,1256944
1050356,1050437
1348966,1349137
1064971,1065379
1153041,1153464
1022201,1022686
1239057,1239335
1335548,1335899
1397734,1398137
1180266,1180341
1270747,1271201
1310876,1310925
1350647,1350683
1247504,1247900
1235576,1235963
1467628,1467759
1310806,1311231
1077071,1077486
1214151,1214325
1352161,1352604
1189415,1189835
1080594,1080906
1394444,1394576
1037024,1037313
1469264,1469369
1146604,1146994
1279497,1279608
1384048,1384181
1438987,1439313
1173488,1173758
1229337,1229675
1366739,1367009
1083743,1084184
1128690,1128909
1479476,1479703
1047579,1047802
1442659,1442749
1244020,1244058
1229228,1229425
1387151,1387500
1379025,1379504
1224629,1224874
1183688,1184154
1157266,1157487
1284104,1284276
1300336,1300510
1205282,1205673
1070946,1071359
1497866,1498175
1170638,1170964
1339972,1340068
1055526,1055710
1269341,1269662
1095095,1095375
1493752,1493986
1138399,1138435
1222429,1222751
1356620,1356685
1056305,1056342
1174700,1174836
1431429,1431803
1279916,1280031
1298553,1298710
1256713,1257093
1004985,1005258
1306449,1306477
1181481,1181744
1178615,1178817
1010778,1011107
1347699,1347876
1221806,1222029
1263829,1264225
1029420,1029528
1067602,1067728
1255526,1255975
1314976,1315339
1434397,1434471
1312938,1313028
1486067,1486081
1129991,1130354
1465361,1465587
1442038,1442042
1419055,1419512
1298843,1299060
1074512,1074659
1035445,1035699
1047842,1048230
1040376,1040499
1257931,1258084
1330721,1331216
1264767,1264873
1309898,1309898
1211510,1211848
1157568,1157930
1211094,1211194
1225749,1226219
1228438,1228601
1126826,1127325
1441787,1441953
1205489,1205679
1474744,1474847
1308176,1308463
1340857,1340942
1408226,1408230
1452740,1452967
1455951,1456064
1411439,1411915
1317668,1318077
1438490,1438860
1158973,1159137
1225406,1225671
1237755,1238233
1239305,1239722
1253434,1253891
1080020,1080118
1418000,1418267
1082846,1083053
1367937,1368313
1299034,1299132
1037645,1037716
1082676,1082925
1142972,1143031
1155647,1156062
1135224,1135680
1261559,1261612
1054462,1054474
1405662,1406137
1386273,1386611
1476328,1476427
1239403,1239584
1347023,1347192
1057927,1058137
1199678,1200032
1046062,1046198
1485714,1485793
1137314,1137414
1273924,1274180
1287078,1287392
1423606,1423945
1196019,1196346
1339192,1339459
1365246,1365540
1053679,1054058
1080310,1080519
1257276,1257709
1064465,1064497
1441964,1442307
1178275,1178321
1411676,1412129
1114297,1114317
1198973,1199256
1138357,1138849
1428502,1428936
1457775,1458017
1412169,1412589
1274877,1274958
1074845,1074962
1032197,1032522
1064868,1065054
1351763,1351788
1132690,1132934
1486686,1486720
1021346,1021494
1011956,1012271
1167185,1167331
1379181,1379548
1280526,1280922
1221921,1222386
1068115,1068314
1125390,1125809
1103591,1103997
1244578,1244777
1411369,1411783
1367935,1368056
1321266,1321344
1486276,1486670
1021308,1021399
1289184,1289442
1296213,1296700
1143069,1143135
1129839,1129940
1072147,1072197
1158690,1159099
1350112,1350601
1358840,1359130
1323171,1323227
1049073,1049073
1171177,1171536
1450042,1450341
1424149,1424233
1084881,1084945
1024553,1024587
1064899,1064941
1363446,1363495
1274667,1274909
1496015,1496044
1460527,1460647
1152813,1152994
1164424,1164901
1013320,1013787
1370899,1371090
1432759,1433101
1268206,1268614
1263720,1263815
1497135,1497342
1140653,1141069
1475479,1475542
1089313,1089699
1123368,1123574
1227668,1228059
1021477,1021824
1484855,1484885
1041642,1041656
1215381,1215440
1112524,1112525
1108558,1109013
1245486,1245817
1400137,1400625
1213863,1214019
1428201,1428358
1133432,1133850
1070926,1071124
1425107,1425572
1125014,1125397
1456889,1456900
1316519,1316654
1495333,1495813
1107646,1107905
1322518,1322618
1005055,1005352
1158899,1159116
1072782,1073067
1096447,1096928
1173017,1173324
1051104,1051393
1475592,1475835
1181477,1181746
1198541,1198918
1044519,1044940
1224286,1224546
1149384,1149756
1468710,1468936
1079923,1079938
1237911,1237973
1217225,1217669
1267045,1267228
1121105,1121415
1044939,1045380
1323740,1323861
1239444,1239807
1470152,1470548
1334343,1334551
1194486,1194557
1124976,1125262
1497219,1497497
1431826,1432175
1282480,1282497
1123033,1123149
1413350,1413775
1031309,1031691
1285277,1285447
1079681,1079845
1408445,1408943
1147082,1147498
1159248,1159456
1486885,1487168
1050595,1050746
1482840,1483332
1009231,1009484
1146202,1146279
1495748,1495834
1074317,1074783
1188292,1188750
1306760,1307252
1386799,1387029
1455475,1455603
1362147,1362443
1346854,1346871
1217000,1217089
1232520,1232892
1155738,1156164
1162544,1162636
1350766,1351077
1255985,1256188
1384832,1384966
1338071,1338232
1261478,1261969
1228045,1228100
1084346,1084502
1140176,1140615
1373565,1373635
1240246,1240260
1246276,1246641
1244981,1245079
1497458,1497467
1482734,1482897
1476872,1476877
1416457,1416491
1423197,1423229
1400815,1401001
1378481,1378512
1363475,1363566
1208716,1208874
1251632,1251988
1417737,1417772
1460952,1461324
1121837,1121910
1082186,1082232
1228539,1229025
1028632,1028799
1325021,1325254
1439475,1439735
1033288,1033339
1086957,1086985
1153531,1153616
1042841,1043201
1134334,1134348
1018999,1019182
1132410,1132842
1120991,1121209
1198212,1198606
1232952,1233045
1285067,1285226
1434742,1435124
1083443,1083812
1454201,1454311
1340292,1340605
1051629,1051912
1078268,1078312
1229939,1229966
1451829,1452157
1199590,1200042
1476299,1476765
1003846,1004278
1379458,1379621
1392082,1392457
1032497,1032522
1475105,1475124
1245957,1246301
1160264,1160480
1234042,1234424
1403215,1403585
1057849,1058045
1156270,1156491
1324211,1324686
1391219,1391258
1113086,1113242
1305637,1305973
1387620,1388064
1031817,1032288
1127165,1127565
1173993,1174222
1484791,1484960
1074977,1075022
1277658,1277969
1489346,1489361
1178678,1179062
1048503,1048728
1114660,1114852
1378928,1379172
1450725,1451093
1060009,1060468
1185886,1186378
1319731,1319746
1319229,1319271
1328798,1328930
1442989,1443060
1155367,1155418
1409810,1410223
1321535,1321900
1431884,1431926
1251485,1251908
1158197,1158444
1222008,1222144
1184862,1184997
1130779,1131053
1294554,1294654
1423946,1424018
1081455,1081941
1238836,1239258
1187782,1187818
1207011,1207393
1021330,1021765
1377857,1378230
1069409,1069770
1057300,1057636
1000671,1001138
1409060,1409497
1018022,1018518
1032286,1032325
1268899,1269229
1189081,1189570
1302965,1302991
1348549,1348999
1092562,1093058
1398603,1399058
1238556,1238665
1091732,1091898
1397991,1398285
1132887,1132899
1458174,1458400
1381682,1381879
1232432,1232503
1362125,1362212
1277825,1278015
1241117,1241162
1379738,1380155
1414604,1414843
1135608,1135983
1384718,1384794
1148338,1148389
1080490,1080822
1394693,1394998
1124487,1124679
1011941,1012032
1264181,1264359
1420368,1420851
1373928,1374418
1095267,1095750
1260134,1260629
1130549,1130718
1228058,1228509
1273187,1273384
1482861,1483292
1194346,1194552
1134810,1135237
1083204,1083688
1135503,1135586
1006906,1007383
1487810,1488117
1042124,1042565
1167286,1167495
1365295,1365508
1136038,1136446
1190303,1190440
1145668,1145800
1345856,1345898
1313884,1314237
1239807,1240095
1149552,1149653
1102451,1102714
1149468,1149687
1038447,1038888
1084055,1084217
1484972,1485136
1470700,1471060
1290682,1290684
1325791,1325803
1110503,1110858
1215880,1216014
1277977,1278431
1376391,1376401
1105921,1106269
1236439,1236545
1009106,1009500
1464837,1464875
1311887,1311894
1414020,1414075
1179793,1180112
1432338,1432478
1038289,1038575
1254645,1254663
1380830,1380998
1443481,1443831
1127064,1127361
1192803,1192937
1092488,1092870
1411371,1411840
1477360,1477548
1454784,1455051
1346979,1347476
1259535,1259727
1093486,1093875
1168518,1168966
1015030,1015304
1363747,1364020
1222274,1222430
1041910,1041985
1092182,1092426
1481753,1482011
1276050,1276522
1336282,1336667
1063364,1063853
1274083,1274528
1216953,1217166
1337669,1337969
1168659,1168975
1373039,1373336
1486976,1487230
1078139,1078285
1057735,1058000
1013403,1013601
1165280,1165322
1072618,1072862
1148886,1149200
1390822,1391271
1348529,1348665
1495250,1495632
1030035,1030385
1112700,1112890
1178400,1178556
1446392,1446676
1106921,1107012
1190025,1190497
1004253,1004290
1009522,1009650
1094032,1094046
1016442,1016803
1370141,1370619
1481605,1481705
1147219,1147450
1048558,1048850
1127849,1127968
1196385,1196879
1327914,1327917
1306694,1307019
1419229,1419597
1469769,1469957
1364378,1364603
1220265,1220746
1353689,1353871
1489732,1489735
1395020,1395472
1111812,1112232
1389587,1389737
1213088,1213105
1066121,1066461
1423711,1424103
1223350,1223653
1002181,1002678
1167892,1167955
1203317,1203694
1214124,1214449
1220614,1220697
1225361,1225776
1283627,1283959
1089704,1090118
1237563,1237690
1264939,1265061
1247265,1247283
1316256,1316350
1236725,1236869
1016255,1016699
1318123,1318199
1128976,1128980
1148153,1148359
